2.00570585804e-08  	  2.74419161506e+32  
2.07779255948e-08  	  1.1215667098e+33  
2.15666275546e-08  	  7.86686324912e+33  
2.23511733366e-08  	  2.42953155769e+34  
2.26989384553e-08  	  2.46691995098e+34  
2.30775360356e-08  	  2.52016483606e+35  
2.3915358806e-08  	  7.63933466193e+35  
2.4474102892e-08  	  7.4103560042e+35  
2.51551417477e-08  	  1.5893465938e+36  
2.58389859e-08  	  2.81314667215e+38  
2.6250952467e-08  	  2.23830190188e+40  
2.70915120349e-08  	  4.31229424549e+40  
2.77160002651e-08  	  6.18477285806e+40  
2.84878543334e-08  	  1.20143166541e+40  
2.95547739668e-08  	  8.12895739383e+39  
3.01937587673e-08  	  3.46806579481e+39  
3.08358247416e-08  	  2.7141175749e+40  
3.17731544709e-08  	  1.35375742028e+41  
3.28365434679e-08  	  3.97840235794e+41  
3.39605809144e-08  	  7.52696140693e+41  
3.50635441908e-08  	  7.45948745493e+41  
3.57774943608e-08  	  1.54066480153e+41  
3.68387913671e-08  	  1.20984053424e+41  
3.77041743787e-08  	  2.71036306427e+40  
3.8864261839e-08  	  4.85100027288e+40  
4.01376665097e-08  	  1.47239949698e+41  
4.09292977305e-08  	  1.10768737082e+41  
4.20960753313e-08  	  1.5862446667e+41  
4.34998504703e-08  	  5.44665341092e+41  
4.47314387216e-08  	  8.44910408044e+41  
4.61265011933e-08  	  1.14176683705e+42  
4.7739678597e-08  	  8.47016305152e+41  
4.96368369434e-08  	  6.90910264567e+41  
5.07932465217e-08  	  6.9303684541e+41  
5.18583525341e-08  	  5.59657334887e+41  
5.30230148696e-08  	  4.33965021873e+41  
5.4455868388e-08  	  3.31356258108e+41  
5.60131506434e-08  	  6.12527906126e+41  
5.75427667568e-08  	  6.38422487441e+41  
5.87090014382e-08  	  5.50805579698e+41  
6.06724302403e-08  	  7.15826337237e+41  
6.28317085546e-08  	  8.02675246005e+41  
6.50363798975e-08  	  7.62615150147e+41  
6.67206955022e-08  	  6.62408791681e+41  
6.81593676378e-08  	  6.54985918072e+41  
