2.00570585804e-08  	  1.7640470405e-07  
2.07779255948e-08  	  1.7640470405e-07  
2.15666275546e-08  	  1.7640470405e-07  
2.23511733366e-08  	  1.7640470405e-07  
2.26989384553e-08  	  1.7640470405e-07  
2.30775360356e-08  	  1.7640470405e-07  
2.3915358806e-08  	  1.7640470405e-07  
2.4474102892e-08  	  1.7640470405e-07  
2.51551417477e-08  	  1.7640470405e-07  
2.58389859e-08  	  1.7640470405e-07  
2.6250952467e-08  	  1.7640470405e-07  
2.70915120349e-08  	  1.7640470405e-07  
2.77160002651e-08  	  1.7640470405e-07  
2.84878543334e-08  	  1.7640470405e-07  
2.95547739668e-08  	  1.7640470405e-07  
3.01937587673e-08  	  1.7640470405e-07  
3.08358247416e-08  	  1.7640470405e-07  
3.17731544709e-08  	  1.7640470405e-07  
3.28365434679e-08  	  1.7640470405e-07  
3.39605809144e-08  	  1.7640470405e-07  
3.50635441908e-08  	  1.7640470405e-07  
3.57774943608e-08  	  1.7640470405e-07  
3.68387913671e-08  	  1.7640470405e-07  
3.77041743787e-08  	  1.7640470405e-07  
3.8864261839e-08  	  1.7640470405e-07  
4.01376665097e-08  	  1.7640470405e-07  
4.09292977305e-08  	  1.7640470405e-07  
4.20960753313e-08  	  1.7640470405e-07  
4.34998504703e-08  	  1.7640470405e-07  
4.47314387216e-08  	  1.7640470405e-07  
4.61265011933e-08  	  1.7640470405e-07  
4.7739678597e-08  	  1.7640470405e-07  
4.96368369434e-08  	  8.82995872483e+21  
5.07932465217e-08  	  4.23598112041e+23  
5.18583525341e-08  	  1.14460451481e+24  
5.30230148696e-08  	  2.84501514169e+24  
5.4455868388e-08  	  7.60462067653e+24  
5.60131506434e-08  	  2.12861348516e+25  
5.75427667568e-08  	  5.23969768277e+25  
5.87090014382e-08  	  1.30113704376e+26  
6.06724302403e-08  	  3.7734154307e+26  
6.28317085546e-08  	  1.16600618644e+27  
6.50363798975e-08  	  3.32819120358e+27  
6.67206955022e-08  	  7.78984578507e+27  
6.81593676378e-08  	  1.61966079993e+28  
6.9827676534e-08  	  3.58548966741e+28  
7.2248351042e-08  	  9.11183259883e+28  
7.43966922957e-08  	  2.08006569236e+29  
7.59793454058e-08  	  3.29532305794e+29  
7.74140265412e-08  	  5.34425513734e+29  
7.99170111017e-08  	  1.20950589006e+30  
8.27817815135e-08  	  2.79462328567e+30  
8.4814019401e-08  	  5.5701960468e+30  
8.68493372857e-08  	  9.44615211881e+30  
8.94984966567e-08  	  1.60042712766e+31  
9.10932951605e-08  	  2.08757899485e+33  
9.26693872149e-08  	  1.45675594066e+34  
9.4693776079e-08  	  2.77450132263e+34  
9.61993857387e-08  	  4.54901885344e+34  
9.87467089763e-08  	  6.49914009953e+34  
1.00498051926e-07  	  9.89695184672e+34  
1.02853190903e-07  	  1.27281760018e+35  
1.04800044135e-07  	  2.00558707767e+35  
1.07342854175e-07  	  2.91619181875e+35  
1.10756061668e-07  	  2.01700528297e+36  
1.1388637345e-07  	  4.86607649211e+36  
1.17995549986e-07  	  5.73497874312e+36  
1.20389785878e-07  	  2.43549575991e+36  
1.23204193039e-07  	  9.95239623532e+36  
1.25952280955e-07  	  1.04403307063e+38  
1.28973293729e-07  	  5.998269049e+38  
